"name","essround","edition","proddate","idno","cntry","dweight","pweight","nobingnd","likrisk","liklead","sothnds","actcomp","mascfel","femifel","impbemw","trmedmw","trwrkmw","trplcmw","trmdcnt","trwkcnt","trplcnt","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg","eqparep","eqparlv","freinsw","fineqpy","wsekpwr","weasoff","wlespdm","wexashr","wprtbym","wbrgwrm","hhmmb","gndr","yrbrn","agea","rshpsts","dvrcdeva","marsts","maritalb","chldhhe","domicil","paccmoro","paccdwlr","pacclift","paccnbsh","paccocrw","paccxhoc","paccnois","paccinro","paccnt","paccref","paccdk","paccna","edulvlb","eisced","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","edulvlpb","eiscedp","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","isco08p","emprelp","wkhtotp","edulvlfb","eiscedf","emprf14","edulvlmb","eiscedm","emprm14","prob","stratum","psu"
"ESS11e01",11,"1.0","20.06.2024",50367,"CH",1,0.54108554,1,6,6,6,5,6,0,3,3,1,3,3,1,3,6,5,4,5,4,5,1,3,2,3,4,2,2,3,2,1,1992,31,1,2,66,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,610,6,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,2,1,12,9,8,46,50,80,1,3258,1,2,6,6,3,1,7,1,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3258,1,42,421,5,1,322,3,3,0.0004059765,120,2089
"ESS11e01",11,"1.0","20.06.2024",50375,"CH",1,0.54108554,2,5,6,6,6,6,6,4,3,3,4,3,1,2,3,6,6,6,5,1,3,3,4,4,4,3,3,3,2,2,1973,50,66,1,4,4,6,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,2,1,10,10,7,31,35,85,1,2359,2,1,2,1,3,1,4,2,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,520,5,1,8888,88,3,0.0004059765,116,1479
"ESS11e01",11,"1.0","20.06.2024",50415,"CH",1,0.54108554,2,5,5,5,5,0,6,6,3,3,3,3,3,3,5,4,3,4,4,4,5,3,5,4,2,4,4,3,2,2,1941,82,1,2,66,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,520,5,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1973,1,66666,1,4,2,66666,6,0,888,888,64,4,4120,2,2,6,6,3,4,88,1,510,5,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,8888,88,2,213,2,2,0.0004059765,118,1231
"ESS11e01",11,"1.0","20.06.2024",50433,"CH",1,0.54108554,1,1,4,3,5,0,5,3,3,3,3,3,3,3,4,5,5,4,4,3,3,3,2,1,8,8,3,3,3,2,1979,44,1,2,66,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,620,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,4,2,66666,7,2,40,40,64,4,2514,2,2,6,6,3,1,10,2,620,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,2500,1,40,620,6,1,610,6,3,0.0004059765,121,1098
"ESS11e01",11,"1.0","20.06.2024",50443,"CH",1,0.54108554,1,5,4,5,4,5,1,3,3,3,3,3,1,3,6,6,6,6,4,2,2,2,3,3,4,2,4,3,1,1,2000,23,66,2,6,6,2,1,1,0,0,0,0,1,1,1,0,0,0,0,322,3,9,0,0,0,0,0,0,1,0,0,0,0,0,66,7,2,1,2022,1,66666,1,2,1,2,10,2,42,46,71,4,3118,2,2,6,6,3,1,4,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,520,5,1,610,6,1,0.0004059765,117,2111
"ESS11e01",11,"1.0","20.06.2024",50445,"CH",1,0.54108554,2,0,0,4,5,0,6,5,3,3,3,3,3,3,3,5,4,4,3,5,2,2,3,4,4,3,2,2,1,2,1959,64,66,1,4,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,1,0,0,0,0,0,0,1,1,6,6,6666,1,66666,1,1,2,66666,10,0,20,20,47,4,5223,2,2,6,6,3,1,1,2,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,1,113,1,3,0.0004059765,116,2082
"ESS11e01",11,"1.0","20.06.2024",50475,"CH",1,0.54108554,1,2,0,5,5,7,7,77,3,3,3,3,8,3,2,8,3,8,3,4,2,4,4,8,3,8,3,3,77,1,1970,53,66,7,77,77,7,4,0,0,0,0,0,0,0,0,0,1,0,0,421,5,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,7,7,66666,6,0,777,777,42,4,8342,2,2,6,6,7,77,77,7,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,7777,77,7,7777,77,7,0.0004059765,117,1580
"ESS11e01",11,"1.0","20.06.2024",50476,"CH",1,0.54108554,1,4,3,5,5,5,1,3,3,3,3,3,1,3,3,3,3,6,4,2,2,2,3,2,4,2,3,3,1,1,1996,27,66,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,7,8,40,40,45,4,7231,2,2,6,6,3,1,3,2,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,2,322,3,1,0.0004059765,120,2158
"ESS11e01",11,"1.0","20.06.2024",50517,"CH",1,0.54108554,1,5,5,6,6,6,0,6,3,3,3,3,1,2,3,6,5,6,2,4,1,3,4,4,3,3,1,3,2,1,1984,39,3,2,6,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,610,6,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,3,66666,1,1,1,1,8,6,42,60,888,4,3434,2,2,6,6,3,1,7,3,610,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3255,3,32,710,7,1,322,3,2,0.0004059765,116,2163
"ESS11e01",11,"1.0","20.06.2024",50526,"CH",1,0.54108554,1,2,3,5,5,5,2,5,3,3,3,3,1,3,6,6,6,6,1,1,1,1,3,4,4,3,4,2,3,1,1996,27,66,2,6,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,322,3,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,8,7,43,45,96,4,5141,1,1,2,1,3,4,3,2,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,1,322,3,3,0.0004059765,117,1458
"ESS11e01",11,"1.0","20.06.2024",50634,"CH",1,0.54108554,2,3,5,5,5,0,6,6,3,2,3,3,1,3,5,5,6,6,5,2,2,5,2,1,4,2,4,3,1,2,1954,69,66,2,5,5,1,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2017,1,66666,1,3,1,30,10,10,42,42,85,1,1219,2,2,6,6,2,4,5,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,113,1,1,113,1,3,0.0004059765,117,1081
"ESS11e01",11,"1.0","20.06.2024",50637,"CH",1,0.54108554,2,6,5,6,6,0,5,6,3,1,4,3,3,3,5,6,6,6,2,3,4,1,8,3,4,4,3,3,2,2,1999,24,66,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,0,1,0,0,0,0,0,0,0,0,0,0,66,2,1,6,6666,1,66666,1,4,2,66666,1,1,16,16,56,4,5131,2,2,6,6,3,1,1,3,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,421,5,1,213,2,3,0.0004059765,121,966
"ESS11e01",11,"1.0","20.06.2024",50724,"CH",1,0.54108554,1,5,5,4,4,5,3,4,3,3,3,3,1,2,5,5,3,3,3,4,3,4,4,3,4,4,3,2,2,1,1973,50,4,2,6,6,1,4,0,0,0,0,0,0,0,0,1,0,0,0,312,4,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,1,25,9,3,42,43,29,4,4323,2,2,6,6,1,1,7,1,322,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,5223,1,33,322,3,1,213,2,1,0.0004059765,118,2212
"ESS11e01",11,"1.0","20.06.2024",50732,"CH",1,0.54108554,1,1,4,5,5,6,0,5,3,3,3,3,3,3,4,3,3,3,5,2,4,4,3,3,4,3,2,3,3,1,1964,59,1,1,66,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,6,2,55,55,64,4,3322,2,1,2,2,2,1,8,1,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2352,1,39,322,3,1,322,3,3,0.0004059765,117,1849
"ESS11e01",11,"1.0","20.06.2024",50735,"CH",1,0.54108554,1,3,2,5,5,6,0,88,8,4,4,1,1,8,6,6,6,6,8,8,2,2,1,8,4,4,2,8,4,1,2007,16,66,2,6,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,113,1,11,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,666,666,66,66666,6,2,6,6,3,1,88,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,322,3,2,322,3,1,0.0004059765,116,1538
"ESS11e01",11,"1.0","20.06.2024",50742,"CH",1,0.54108554,2,3,4,6,6,1,5,6,3,2,4,3,1,8,8,6,6,6,1,3,1,1,3,4,4,3,3,2,2,2,1969,54,1,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,423,5,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,2,66666,10,7,42,45,85,1,3111,2,2,6,6,2,1,8,1,322,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4321,1,42,213,2,1,322,3,1,0.0004059765,117,1410
"ESS11e01",11,"1.0","20.06.2024",50749,"CH",1,0.54108554,2,6,4,6,2,0,5,6,3,3,3,1,1,2,6,5,6,6,1,4,2,2,2,4,4,2,3,1,1,2,1967,56,66,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,322,3,9,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,2023,1,66666,2,3,2,66666,5,0,17,40,47,4,5223,2,1,2,2,3,6,1,3,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,8,213,2,3,0.0004059765,122,2099
"ESS11e01",11,"1.0","20.06.2024",50750,"CH",1,0.54108554,1,4,4,4,3,6,1,5,3,3,1,1,1,3,6,6,6,6,1,2,1,2,3,4,4,2,2,2,2,1,1960,63,1,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,520,5,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,9,4,45,47,46,4,2433,2,2,6,6,3,1,77,2,322,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,229,2,1,520,5,1,0.0004059765,116,1292
"ESS11e01",11,"1.0","20.06.2024",50903,"CH",1,0.54108554,2,3,4,5,5,0,5,1,3,4,4,3,1,3,5,6,6,3,2,2,2,3,3,3,4,2,4,4,5,2,2007,16,66,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,212,2,10,0,0,0,0,0,0,0,0,1,0,0,0,66,9,2,2,6666,6,66666,6,6,6,66666,66,66,666,666,666,66,66666,6,2,6,6,3,8,77,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,720,7,1,520,5,1,0.0004059765,119,1842
"ESS11e01",11,"1.0","20.06.2024",50910,"CH",1,0.54108554,1,4,4,5,4,6,0,6,3,3,3,3,1,3,2,3,4,5,2,3,3,2,2,3,4,2,4,2,1,1,1967,56,66,2,6,6,1,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,1,4,8,3,41,42,16,4,7522,2,2,6,6,3,1,4,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,421,5,1,213,2,3,0.0004059765,117,1984
"ESS11e01",11,"1.0","20.06.2024",51028,"CH",1,0.54108554,1,5,5,4,5,5,0,0,3,3,3,3,3,3,6,6,6,6,5,5,2,5,2,3,3,2,4,3,4,1,1981,42,1,2,66,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,720,7,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,1,5,2,66666,10,0,35,36,46,4,2510,2,1,2,2,3,1,9,1,720,7,1,0,0,0,0,0,0,1,0,0,0,0,0,8,6,1344,1,25,520,5,1,322,3,1,0.0004059765,120,1012
"ESS11e01",11,"1.0","20.06.2024",51054,"CH",1,0.54108554,2,3,3,5,4,1,6,5,3,3,3,3,1,3,4,5,5,5,3,2,3,2,3,3,3,3,3,3,2,2,1942,81,1,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,421,5,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1978,1,66666,1,2,1,2,7,6,42,46,86,2,5311,2,2,6,6,2,4,5,1,322,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,213,2,1,213,2,2,0.0004059765,117,1259
"ESS11e01",11,"1.0","20.06.2024",51059,"CH",1,0.54108554,2,3,3,4,4,1,5,5,3,3,3,3,1,3,4,3,3,5,3,4,1,3,3,3,3,3,2,3,2,2,1961,62,3,2,5,5,2,5,0,0,0,0,0,0,0,0,1,0,0,0,520,5,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,7,2,41,41,13,4,7543,2,2,6,6,3,1,5,3,322,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,213,2,1,213,2,3,0.0004059765,117,1217
"ESS11e01",11,"1.0","20.06.2024",51096,"CH",1,0.54108554,1,3,5,5,5,3,4,3,3,3,3,3,1,3,2,6,6,6,3,2,3,3,8,3,3,3,3,2,2,1,1950,73,1,1,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,710,7,17,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2012,1,66666,1,2,2,66666,8,5,45,46,85,2,2330,2,2,6,6,2,4,6,1,720,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3343,1,32,322,3,1,322,3,3,0.0004059765,117,1370
"ESS11e01",11,"1.0","20.06.2024",51128,"CH",1,0.54108554,1,6,2,5,5,3,3,3,3,3,3,3,1,3,5,4,4,6,3,2,1,3,5,4,4,3,2,3,1,1,1965,58,66,1,4,4,1,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,2,2,66666,3,1,44,44,25,4,7513,2,1,2,1,3,1,2,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,1,213,2,3,0.0004059765,118,1157
"ESS11e01",11,"1.0","20.06.2024",51146,"CH",1,0.54108554,2,2,5,5,5,1,4,3,3,1,4,3,1,3,6,6,4,6,1,1,3,1,3,4,4,3,4,3,3,2,1992,31,1,2,66,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,520,5,12,1,0,0,0,0,0,0,1,0,0,0,0,8,8,6,6,6666,1,66666,1,4,2,66666,7,1,42,42,84,1,2423,2,1,2,1,3,1,9,1,322,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3122,1,42,322,3,1,322,3,1,0.0004059765,117,2021
"ESS11e01",11,"1.0","20.06.2024",51181,"CH",1,0.54108554,1,2,5,6,4,4,1,3,3,1,3,1,1,2,6,6,6,6,1,2,1,1,3,3,4,3,3,2,3,1,1989,34,2,2,66,2,6,3,0,0,0,0,0,0,0,0,1,0,0,0,213,2,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,8,9,44,44,10,4,8160,2,2,6,6,3,1,7,1,213,2,1,0,0,0,0,0,0,1,0,0,0,0,0,8,6,8160,1,44,213,2,1,213,2,1,0.0004059765,119,995
"ESS11e01",11,"1.0","20.06.2024",51231,"CH",1,0.54108554,1,2,2,4,5,4,1,1,3,4,4,3,3,8,5,3,4,3,3,1,4,4,4,4,3,3,3,4,4,1,2008,15,66,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,113,1,9,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,6,6,6,66666,66,66,666,666,666,66,66666,6,2,6,6,3,1,7,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,322,3,1,8888,88,2,0.0004059765,117,1609
"ESS11e01",11,"1.0","20.06.2024",51253,"CH",1,0.54108554,2,2,2,5,6,0,6,5,3,3,4,3,1,3,3,5,6,6,3,2,2,2,3,4,4,2,3,2,2,2,7777,999,1,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,9,8,20,18,88,4,2342,2,1,2,2,3,4,3,2,322,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,212,2,1,213,2,1,0.0004059765,121,1605
"ESS11e01",11,"1.0","20.06.2024",51262,"CH",1,0.54108554,1,2,4,4,4,6,0,5,3,3,3,3,1,3,5,5,5,5,3,2,1,2,3,4,4,3,2,3,2,1,1964,59,1,1,66,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,322,3,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,2,66666,6,2,40,0,20,4,8131,2,2,6,6,2,1,7,1,322,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,4415,1,24,213,2,1,213,2,3,0.0004059765,116,1235
"ESS11e01",11,"1.0","20.06.2024",51285,"CH",1,0.54108554,1,3,4,3,4,4,0,4,3,3,3,3,3,3,4,5,5,5,5,5,2,4,3,3,2,2,3,3,4,1,1977,46,1,2,66,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,520,5,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,3,1,30,9,10,43,45,41,4,1120,2,2,6,6,3,1,6,1,423,5,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,423,5,2,322,3,1,0.0004059765,120,1890
"ESS11e01",11,"1.0","20.06.2024",51318,"CH",1,0.54108554,2,3,0,4,4,0,6,0,3,3,4,3,1,3,6,4,3,4,5,4,4,4,2,4,2,4,1,3,2,2,1944,79,1,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,212,2,7,0,0,0,0,0,1,0,1,0,0,0,0,8,8,2,1,1970,1,66666,3,1,2,66666,10,0,30,30,38,4,7533,2,2,6,6,3,4,4,2,113,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,66666,6,666,113,1,1,113,1,3,0.0004059765,117,1276
"ESS11e01",11,"1.0","20.06.2024",51345,"CH",1,0.54108554,2,4,5,6,5,4,5,6,3,2,3,3,3,3,5,6,6,6,3,1,2,1,2,2,3,2,3,3,3,2,1987,36,1,2,66,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,710,7,17,1,0,0,0,1,0,0,1,0,0,0,0,1,1,6,6,6666,2,0,6,1,2,66666,7,10,555,24,90,5,2652,2,2,6,6,3,1,4,3,510,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3332,1,25,322,3,1,322,3,1,0.0004059765,117,2083
